-2.8659,0.72062,2.1648,-1.1562,-0.25149,-1.1166,-0.22921,-2.9816,-2.4415,-0.84505,-0.31333,-0.64418,-0.18876,-2.059,-2.3368,-2.2361,-2.0058,-2.1706,1.9728,-2.1919,1.9139,-0.60036,0.10884,-0.68482,0.14,0.88794,-1.6917,-2.3936,2.0235,-2.3667,1.9545,-2.5817,2.1043
0.34794,0.64168,0.06005,0.76738,-0.15826,0.91323,-0.05037,0.76882,-0.48111,0.73904,-0.26119,0.69384,-0.31288,0.81366,0.059292,0.62052,0.012917,0.627,-0.055725,0.52952,-0.16857,0.46227,-0.0035723,0.2777,-0.01153,0.075298,0.086337,0.20524,0.030311,0.281,0.0070949,0.32837,-0.034804
-2.8659,-3.2978,2.1648,-1.1562,-0.25149,-1.1166,-0.22921,-2.9816,1.692,0.92958,1.7076,-0.64418,-0.18876,-0.52718,-0.15519,1,-2.0058,-2.1706,1.9728,1.0877,1.9139,-0.60036,0.10884,-2.4136,-1.8266,0.88794,-1.6917,1.0793,2.0235,-2.3667,1.9545,-0.66843,-0.030918
0.34794,0.72062,-0.24056,0.76738,-0.18765,0.91323,-0.32774,0.9627,-0.41008,0.92958,-0.5503,0.71382,-0.29388,0.90339,-0.29913,0.5012,-0.14126,0.47571,-0.34609,1.0042,-0.62504,0.73877,-0.49129,0.78345,-0.54513,0.35577,-0.40399,0.61209,-0.70447,0.3343,-0.5044,0.56003,-0.87405
0.34794,0.72062,1.2093,0.76738,-2.4216,0.91323,-2.1495,0.9627,-2.4415,0.92958,-2.3343,0.96305,-2.2095,1.0046,-2.3368,1,-2.0058,1.0229,-1.8802,1.0877,-1.2279,1.0559,-1.7871,1.0439,-1.8266,0.88794,-1.6917,1.0793,-1.9137,1.133,-1.9398,1.2448,-2.1661
0.34794,0.72062,-0.29792,0.76738,-0.62611,0.64194,-1.7996,0.86048,0.88702,0.84925,-1.1496,0.778,-0.83006,0.81983,-0.66641,0.69344,-1.2444,-0.37834,-1.8802,0.92837,0.1973,0.43244,-1.3803,0.27272,-1.4897,-0.11678,-1.4477,0.048716,-1.7104,-0.039675,-1.7865,-0.92368,-2.1661
-2.8659,-3.2978,-2.3659,-1.1562,-0.25149,-3.1464,1.6911,0.9627,-1.1498,-0.84505,-0.31333,-0.64418,-0.18876,-0.52718,-0.15519,1,-2.0058,-2.1706,-1.8802,1.0877,-1.9459,-0.60036,0.10884,1.0439,-1.8266,-2.9865,1.9445,-2.3936,-1.9137,-0.61684,0.007387,-2.5817,2.1043
0.34794,0.72062,0.089318,0.76738,0.12582,0.91323,-0.48476,0.92665,0.95867,0.92958,0.65479,0.96305,1.0057,1.0046,1.3885,1,1.6736,1.0229,1.8784,1.0877,1.9139,1.0235,2.0047,0.89913,2.1066,0.57603,1.9445,0.6421,2.0235,0.50932,1.9545,0.33564,2.1043
-2.8659,-3.2978,-2.3659,0.76738,1.9186,0.91323,-2.1495,-2.9816,1.692,0.92958,-2.3343,-2.2514,-2.2095,-0.52718,-0.15519,1,2.0203,-2.1706,-1.8802,1.0877,-1.9459,1.0559,-1.7871,1.0439,2.1066,0.88794,-1.6917,1.0793,-1.9137,-2.3667,1.9545,1.2448,-2.1661
0.34794,0.72062,-0.42301,0.76738,-0.60426,0.91323,-0.68348,0.9627,-0.53009,0.92958,-0.81877,0.96305,-0.7174,1.0046,-0.6346,1,-0.76987,1.0229,-0.84303,1.0877,-0.70149,1.0559,-1.0223,1.0439,-0.79695,0.86508,-0.77693,1.0793,-1.4377,1.133,-1.4678,1.2448,-1.8338
0.34794,0.72062,-2.3659,0.76738,1.9186,0.91323,-2.1495,0.9627,-2.4415,0.92958,-2.3343,0.96305,-0.22594,1.0046,-2.3368,1,2.0203,1.0229,-1.6025,1.0877,1.9139,1.0559,-1.7871,-0.68482,0.14,0.88794,1.9445,1.0793,-1.503,1.133,1.9545,1.2448,2.1043
0.34794,0.48369,-0.43214,0.64058,-0.49144,0.75287,-0.5451,0.7321,-0.72689,0.72483,-0.95617,0.72629,-0.82454,0.73067,-0.93892,0.68745,-0.66974,0.62759,-0.8596,0.60485,-0.92601,0.49526,-0.84072,0.37486,-0.80566,0.051141,-0.86678,0.21418,-1.1234,0.20689,-1.1098,0.13876,-1.2712
0.34794,0.14303,-0.1593,-0.36202,-0.75206,0.87302,-0.41112,0.95696,-0.58635,0.92958,-0.53464,0.30352,1.832,0.75533,-2.3368,0.71317,-0.35231,0.71569,-0.49809,-0.97705,1.7736,0.25979,0.21227,0.44739,-0.26103,0.75474,-0.62458,0.4509,-0.37621,0.8904,-1.6935,-1.112,-2.1661
0.34794,0.72062,-0.46068,0.23482,0.34932,0.57715,-1.3504,0.9627,-0.95776,0.92958,-1.321,0.641,-0.4419,0.64981,0.16416,1,0.79915,1.0229,0.55854,1.0279,-0.052504,0.93333,-1.6228,1.0439,0.43111,0.88794,-0.084146,1.0793,-0.16415,1.133,1.0466,1.2448,-1.2642
0.34794,0.040723,-2.3659,0.76738,1.9186,0.91323,-1.522,0.58588,-1.2107,0.92958,-2.3343,0.96305,-1.9948,1.0046,1.446,-0.33342,1.4362,1.0229,1.5496,1.0877,1.6296,1.0559,-1.7871,1.0439,1.8186,0.88794,-0.029403,1.0095,-0.65868,1.133,1.2782,1.2448,0.71068
0.34794,0.72062,-0.090708,0.76738,-0.27773,0.91323,-0.28605,0.9627,-0.51976,0.89123,-0.43976,0.96305,-0.321,0.96266,-0.32791,0.87968,-0.2678,0.93004,-0.22973,1.081,-0.29098,0.97003,-0.14834,0.86188,-0.27006,0.67614,-0.19918,0.83002,-0.31028,0.84912,-0.38401,0.93618,-0.47432
-2.8659,0.72062,2.1648,0.76738,-2.4216,-1.1166,-0.22921,-1.0094,-0.3748,-2.6197,-2.3343,-0.64418,-0.18876,-0.52718,-0.15519,-2.2361,2.0203,1.0229,1.9728,-2.1919,1.9139,-2.2566,2.0047,1.0439,-1.8266,0.88794,1.9445,-2.3936,2.0235,1.133,1.9545,-0.66843,-0.030918
0.34794,0.54463,-0.0020431,0.65564,-0.20201,0.80575,-0.12657,0.83613,-0.34749,0.78603,-0.18504,0.84679,0.055077,0.88281,-0.019683,0.82043,0.26338,0.76333,0.32445,0.77585,0.21266,0.67565,0.37847,0.6248,0.3622,0.37555,0.36791,0.49563,0.35613,0.62423,0.21678,0.58014,0.2135
0.34794,0.72062,-0.044767,0.76107,-0.146,0.8634,-0.092041,0.20826,-2.4415,0.77051,-0.088054,0.77761,0.89515,0.73007,0.15323,0.62674,0.31304,1.0229,0.83621,0.5277,0.29993,0.39569,0.42196,0.25642,0.46232,-0.10262,0.41767,0.097875,0.35881,0.054256,0.29317,1.2448,2.1043
0.34794,0.72062,0.047591,0.76738,0.19872,0.91323,0.27547,0.82566,0.29097,0.69485,0.47563,0.56886,0.82325,0.69144,0.98627,0.44916,1.2303,0.34618,1.26,0.23183,1.2796,0.07131,1.414,-0.090405,1.5576,-0.51243,1.4425,-0.32209,1.4464,-0.41785,1.4227,-0.53469,1.4946
0.34794,-3.2978,-2.3659,0.76738,1.9186,0.91323,-0.50525,-1.0094,-0.3748,-2.6197,1.7076,0.96305,1.832,-0.25273,-2.3368,-2.2361,-2.0058,-0.43414,-1.8802,1.0877,-1.9459,-2.2566,2.0047,-2.4136,-1.8266,0.88794,-1.6917,-2.3936,-1.9137,1.133,1.9545,-0.66843,-0.030918
0.34794,0.53842,0.098629,0.50824,0.115,0.91323,0.089524,0.078928,1.0338,0.40087,0.42874,-0.38243,0.67487,0.35544,0.85025,0.20828,1.0061,-0.06866,0.29609,0.068125,1.035,-0.082375,1.1672,-0.25512,1.2516,-0.68845,1.1556,-0.43775,1.1593,-0.49563,1.0795,-0.43622,1.4155
0.34794,-2.5802,-2.3659,0.76738,1.5466,0.91323,-2.1495,0.9627,-0.85827,0.92958,1.63,0.96305,-0.95015,1.0046,-2.3368,1,0.28586,1.0229,-1.8802,1.0877,-0.081491,-1.9964,2.0047,0.24439,1.8256,0.88794,1.9445,1.0793,-1.9137,1.133,-1.9398,1.2448,-2.1661
0.34794,0.70103,-0.23157,0.7634,-0.5338,0.88609,-0.60232,0.95035,-0.90891,0.80071,-0.92224,0.84494,-0.95593,0.84856,-1.1107,0.75608,-1.0408,0.82224,-1.0533,0.74359,-1.1708,0.63729,-1.1162,0.49561,-1.2067,0.2147,-1.2039,0.40226,-1.4285,0.34123,-1.5557,0.27281,-1.8084
-2.8659,-1.2886,-0.10052,-1.1562,-0.25149,-1.1166,-0.22921,0.9627,1.692,0.92958,1.7076,-0.64418,-0.18876,-0.52718,-0.15519,-1.2248,-2.0058,-2.1706,-1.8802,-0.55212,-0.01601,-0.60036,0.10884,-2.4136,-1.8266,-2.9865,-1.6917,-2.3936,2.0235,1.133,0.007387,-0.66843,-0.030918
0.34794,0.72062,-0.18501,0.76738,-0.41171,0.90513,-0.44119,0.95951,-0.58005,0.91079,-0.5925,0.9096,-0.62716,0.93244,-0.70276,0.85824,-0.6852,0.8725,-0.57312,0.92356,-0.68551,0.85507,-0.60484,0.80559,-0.70544,0.56195,-0.65757,0.75689,-0.78355,0.74661,-0.92679,0.76873,-1.1018
0.34794,0.61208,-0.16134,-3.0798,0.31558,-1.8553,0.45517,0.35643,-1.6857,0.92958,-0.38109,-1.1106,-0.19988,-1.3674,0.18192,0.86933,-0.92415,1.0229,-0.92513,-1.0397,-0.62304,-1.8237,0.81716,0.76512,-0.77907,-0.037893,-0.93043,1.0793,-1.1536,-0.78542,0.4061,-0.78546,0.86401
0.34794,0.68377,-0.080718,0.73089,-0.33434,0.8638,-0.33865,0.88277,-0.51887,0.91191,-0.40441,0.87808,-0.4131,0.90304,-0.43422,0.90648,-0.22589,0.69847,-0.3236,0.89541,-0.35156,0.82829,-0.24644,0.8449,-0.24721,0.53562,-0.25785,0.70676,-0.41485,0.72897,-0.4423,0.75358,-0.54128
0.34794,-1.2886,-0.10052,0.76738,0.87097,-1.1166,-0.22921,-0.79267,-2.4415,-0.84505,-0.31333,-0.64418,-0.18876,-2.059,-0.64418,-1.5195,-1.6695,0.65469,1.2628,-0.55212,-0.01601,0.28489,0.78506,-2.2459,1.0216,0.88794,-1.6917,-2.3936,1.6608,-0.61684,0.007387,-0.66843,-0.030918
0.34794,0.40184,-0.51648,-0.31668,-0.18814,0.77969,-0.23434,0.725,-0.089688,0.59455,-0.34948,0.77917,0.92245,0.87769,-1.4093,0.59553,-0.58697,0.81015,-0.34102,1.0877,1.9139,0.17163,-0.20001,0.8722,0.085363,0.75927,0.10537,0.41219,-0.58088,0.86112,-0.49314,1.1171,-0.061345
-2.8659,0.72062,2.1648,0.76738,-2.4216,-1.1166,-0.22921,-1.0094,-0.3748,0.92958,1.7076,0.96305,1.832,-2.059,-2.3368,1,-2.0058,-2.1706,1.9728,-0.55212,-0.01601,1.0559,-1.7871,1.0439,-1.8266,0.88794,1.9445,-2.3936,-1.9137,-0.61684,0.007387,-0.66843,-0.030918
0.34794,0.72062,2.1648,0.76738,1.9186,0.73075,1.6911,-1.5413,1.692,-2.3207,1.7076,-2.2514,1.832,-2.059,1.4271,-2.2361,-1.1558,-2.1706,-0.76385,-2.1919,-1.9459,-1.4755,-1.7871,0.8713,-1.8266,0.88794,-1.6917,1.0793,-1.9137,1.133,-0.668,1.2448,0.7131
0.34794,-2.6535,-2.3659,-3.0798,1.9186,0.91323,0.98667,-0.94011,-2.4415,-2.6197,-2.3343,0.96305,1.832,0.83126,-2.3368,-2.2361,2.0203,0.76487,1.9728,1.0877,-1.9459,-2.2566,-1.7871,-1.0108,2.1066,0.88794,-1.6917,-2.3936,-1.9137,-2.3667,1.9545,1.2448,0.68675
0.34794,0.6334,0.083949,0.71904,-0.37447,0.85568,-0.39213,0.88573,-0.5104,0.83583,-0.28748,0.8897,-0.52814,0.92208,-0.58054,0.99406,-0.64229,0.8687,-0.64537,0.94713,-0.54318,0.8926,-0.45627,1.0422,-0.66133,0.64083,-0.50238,0.94141,-0.54783,0.85216,-0.75318,0.90363,-0.91005
0.34794,-1.1212,-0.5691,-3.0798,1.9186,-3.1464,1.6911,0.40804,0.60015,-2.3028,-1.5809,-2.2514,-2.2095,-2.059,2.0265,-0.66257,1.198,-1.2463,-0.76502,-1.7759,-1.9459,-2.2566,-0.77846,-2.4136,0.60824,0.88794,-1.6917,-2.3936,-0.71112,-2.3667,-1.9398,-2.5817,1.2813
0.34794,0.72062,-0.15169,0.76738,-0.34901,0.91323,-0.35752,0.9627,-0.55665,0.92958,0.8219,0.96305,-0.44616,1.0046,-0.472,1,0.65965,1.0229,-0.29353,1.0792,-0.3817,0.98305,-0.27188,1.0439,-1.6749,0.64153,-0.26979,0.78272,-0.38544,0.75641,-0.43588,0.74724,-0.52161
-2.8659,-3.2978,2.1648,0.76738,-2.4216,-3.1464,1.6911,-1.0094,-0.3748,0.92958,1.7076,-2.2514,-0.56765,1.0046,2.0265,-2.2361,-2.0058,1.0229,-1.8802,-2.1919,-1.9459,1.0559,2.0047,1.0439,-1.8266,0.88794,1.9445,1.0793,2.0235,-0.61684,0.007387,-2.5817,-2.1661
0.34794,0.72062,0.031144,0.66206,-0.090512,0.91225,0.024867,0.9627,-0.41429,0.83812,-0.1712,0.89415,0.10715,0.92591,0.089682,0.85274,0.41228,0.97086,0.35963,1.0827,0.25915,0.90327,0.41995,0.89988,0.58112,0.66367,0.55497,0.88079,0.49809,0.7537,0.58327,0.93057,0.63454
